tempat,jenis,banyak_kekerasan,banyak_korban,usia,hubungan_pelaku,label
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,pacar/teman,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,remaja,lainnya,2
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,orang-tua,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
rumah-tangga,fisik,1,1,dewasa,keluarga/saudara,1
